Date,Timestamp,Tags,File,Exception
2019-03-04,06:16:55.012738,DBG,rpc_client.py:125,Generated binary file
2019-03-04,06:16:55.012893,INFO,alert_manager.py:167,Creating task
2019-03-04,06:16:55.013363,DBG,rpc_client.py:40,Combining logs from all nodes into single log file
2019-03-04,06:16:55.014277,ERROR,db_read.py:60,Node destroyed
2019-03-04,06:16:55.014525,ERROR,http_handler.py:308,Generated binary file
2019-03-04,06:16:55.014717,ERROR,fanout.py:230,Gathering node data
2019-03-04,06:16:55.014983,DBG,rpc_client.py:264,Fanning out RPC
2019-03-04,06:16:55.015599,INFO,gflags_handler.py:146,Gathering logs from all nodes
2019-03-04,06:16:55.015790,DBG,db_read.py:279,Combining logs from all nodes into single log file
2019-03-04,06:16:55.015986,INFO,gflags_handler.py:251,Generated binary file
 - , - ,  File "./random_traceback.py", line 108, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 81, Traceback in return_output
 - , - , BasicAuthRequiredError , - , Username not provided
2019-03-04,06:16:55.017116,DBG,db_read.py:265,Gathering node data
2019-03-04,06:16:55.017898,ERROR,fanout.py:166,Gathering logs from all nodes
2019-03-04,06:16:55.018589,DBG,http_handler.py:83,Fanning out RPC
2019-03-04,06:16:55.021059,DBG,fanout.py:124,Node created
2019-03-04,06:16:55.022285,ERROR,alert_manager.py:109,Fanning out RPC
2019-03-04,06:16:55.024507,DBG,ssh_tunnel.py:32,Combining logs from all nodes into single log file
2019-03-04,06:16:55.024804,DBG,scheduler.py:301,Gathering node data
2019-03-04,06:16:55.025028,INFO,protobuf_parser.py:296,Creating task
2019-03-04,06:16:55.025779,INFO,fanout.py:266,Creating task
2019-03-04,06:16:55.027053,INFO,scheduler.py:353,Node created
2019-03-04,06:16:55.027174,INFO,task_generator.py:233,Gathering logs from all nodes
2019-03-04,06:16:55.027315,INFO,task_generator.py:371,Fanning out RPC
2019-03-04,06:16:55.027533,ERROR,gflags_handler.py:196,Fanning out RPC
2019-03-04,06:16:55.028290,INFO,ssh_tunnel.py:95,Combining logs from all nodes into single log file
2019-03-04,06:16:55.028389,DBG,scheduler.py:168,Node destroyed
2019-03-04,06:16:55.028902,INFO,gflags_handler.py:114,Creating task
 - , - ,  File "./random_traceback.py", line 108, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 81, Traceback in return_output
 - , - , ConflictError , - , Data structure not supported
2019-03-04,06:16:55.029961,ERROR,db_write.py:78,Combining logs from all nodes into single log file
2019-03-04,06:16:55.030274,ERROR,db_write.py:10,Combining logs from all nodes into single log file
2019-03-04,06:16:55.030757,INFO,alert_manager.py:109,Gathering node data
 - , - ,  File "./random_traceback.py", line 98, Traceback in get_random_error_string
 - , - ,  File "./random_traceback.py", line 59, Traceback in get_data
 - , - , MissingAttributeError , - , Attribute not provided
2019-03-04,06:16:55.031823,ERROR,wsgi_handler.py:143,Gathering logs from all nodes
